Image File Name,Train Or Test,count,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64
img_76.jpg,Train,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,0,8,0,0,8,8,8,8,0,8,0,0,8,8,8,8,8,8,0,0,8,8,8,0,0,8,8,8,8,8
img_77.jpg,Train,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
img_78.jpg,Train,10,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,0,3,3,3,3,3,0,3,0,3,3,3,3,3,0,3,0,3,3,3,3,3,0,3,0,3,3,3,3,3,0,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0
img_79.jpg,Train,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,6,0,0,0,6,6,6,6,6,0,0,6,6,6,6,0,6,0,0,0,6,6,6,0,6,0,0,0,6,6,6,0,6,0,0,0,0,0,0,0,6,0,0
img_80.jpg,Train,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,9,9,9,0,0,0,0,0,9,9,0,0,0,0,0,0,9,9,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0
img_81.jpg,Train,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,3,3,0,3,3,0,3,3,3,3,0,3,3,0,3,3,3,3,0,3,3,0,3,3,3,3,0,3,3,0,3,0,3
img_82.jpg,Train,6,0,0,0,0,0,0,0,0,0,7,7,7,7,0,7,0,0,7,7,7,7,0,7,7,0,7,7,0,7,0,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_83.jpg,Train,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,0,8,0,0,8,8,8,8,0,8,0,8,8,8,8,8,0,8,0,8,8,8,8,8,0,8,0,0,8,8,8,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0
img_84.jpg,Train,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,3,3,3,3,3,0,3,0,3,0,3,3,3,0,3,0,3,0,3,0,3,0,0,0,3,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0
img_85.jpg,Train,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,3,0,2,2,2,2,2,2,3,0,2,2,2,2,2,0,3,0,2,0,2,2,2,0,3,3,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
img_86.jpg,Train,7,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,10,10,0,10,10,10,8,10,10,10,0,10,10,10,8,10,10,10,0,10,0,10,8,10,10,10,0,10,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_87.jpg,Train,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,0,0,6,6,6,0,6,0,0,0,6,6,6,0,6,0,0,0,6,0,6,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
img_88.jpg,Train,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,0,10,0,10,10
img_89.jpg,Train,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_90.jpg,Train,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,10,0,7,7,7,10,10,0,10,0,7,7,7,10,10,0,10,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_91.jpg,Train,6,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,10,10,10,10,0,0,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,0,0,0,0,0,0,0
img_92.jpg,Train,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,6,6,6,6,0,6,1,6,6,6,0,6,0,6,1,0,6,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_93.jpg,Train,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_94.jpg,Train,7,2,2,0,0,0,6,0,0,2,2,2,0,0,0,0,0,2,0,0,2,6,6,6,2,2,2,2,2,6,6,6,2,2,2,0,2,6,6,6,2,2,2,2,2,0,6,6,2,2,0,2,2,6,6,6,2,0,0,2,2,0,6,6,2
img_95.jpg,Train,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,5,5,5,0,8,0,5,0,5,5,0,0,8,0,5,0,5,5,0,0,8,0,5,5,5,5,5,5,0,0,5,5,5,0,0,5,0,0,0,0,0,0,0,0
img_96.jpg,Train,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,4,0,4,4,4,4,4,0,4,0,4,0,4,0,0,0,4,0,4,4,4,4,4,0,4,0,4,4,0,4,4,0,4,4,4,0
